Excel Store Name,Excel City,Excel State,Match %,DB Store Name,DB City,DB Store ID,Status
"Vs - Haryana(Gurgaon) Br","Gurugram","Haryana",51,"VS-Haryana(Gurgaon) Br","Gurugram","store_000146","UNMATCHED"
"Vs - Pune(Hinjewadi) Br","Pune","Maharashtra",51,"VS-Pune(Hinjewadi) Br","Pune","store_000160","UNMATCHED"
"Vs - Delhi(Pitampura) Br","Delhi","Delhi",51,"VS-Delhi(Pitampura) Br","Delhi","store_000168","UNMATCHED"
"Vs - Delhi(Rohini) Br","Delhi","Delhi",51,"VS-Delhi(Rohini) Br","Delhi","store_000171","UNMATCHED"
"Vs - Delhi(Kalkaji) Br","Delhi","Delhi",51,"VS-Delhi(Kalkaji) Br","Delhi","store_000190","UNMATCHED"
"Vs - Pune(Tilak Rd)Br","Pune","Maharashtra",51,"VS-Pune(Tilak Rd)Br","Pune","store_000192","UNMATCHED"
"Vs - Nallasopara Br","Thane","Maharashtra",51,"VS-Nallasopara Br","Thane","store_000210","UNMATCHED"
"Vs - Vadodara(Kareli Baug)","Vadodara","Gujarat",51,"VS-Vadodara(Kareli Baug)","Vadodara","store_000211","UNMATCHED"
"Vs - Vadodara(Alkapuri) Br","Vadodara","Gujarat",51,"VS-Vadodara(Alkapuri) Br","Vadodara","store_000217","UNMATCHED"
"Croma - Kolkata-Nsc Bose Road- A467","Kolkata","West Bengal",51,"Croma-Kolkata-NSC Bose Road","Kolkata","store_000293","UNMATCHED"
"Croma - Kolkata-Sarat Bose Road- A180","Kolkata","West Bengal",51,"Croma-Kolkata-Sarat Bose Road","Kolkata","store_000296","UNMATCHED"
"Croma - Indore-Race Course Road- A567","Indore","Madhya Pradesh",51,"Croma-Indore-Race course Road","Indore","store_000350","UNMATCHED"
"Croma -Bangalore-J P Nagar- A056","Bangalore","Karnataka",51,"Croma-Bangalore-J P Nagar","Bengaluru","store_000483","UNMATCHED"
"Sawhney Electronics","Lucknow","Uttar Pradesh",51,"Sanjay Electronics","Delhi","store_000947","UNMATCHED"
"Gagan Traders","Sitapur","Uttar Pradesh",51,"ISHAN TRADERS","Ranchi","store_002159","UNMATCHED"
"Bohra Enterprises","Mahendragarh","Haryana",51,"SHARMA ENTERPRISES","Delhi","store_000926","UNMATCHED"
"Capital Electronics","Delhi","Delhi",51,"GUPTA ELECTRONICS","Amritsar","store_000752","UNMATCHED"
"Vipul Traders","Aurangabadh","Bihar",51,"VISHAL TRADERS","Gorakhpur","store_000748","UNMATCHED"
"Laxmi Traders","Jabalpur","Madhya Pradesh",51,"MAHI TRADERS","Jammu","store_001922","UNMATCHED"
"Arpit Enterprises","Delhi","Delhi",51,"AARUSH ENTERPRISES","Delhi","store_000853","UNMATCHED"
"M S S S Service","Maharajganj (Up)","Uttar Pradesh",51,"ASP - M S THREE STAR SERVICE","Cochin","store_001555","UNMATCHED"
"M S Maa Vaishno Enterprises","Faridabad","Haryana",51,"ASP - M S RAGHUVANSHI ENTERPRISES","Mumbai","store_001450","UNMATCHED"
"M S Star Enterprises","Hyderabad","Telangana",51,"ASP - M S RAGHUVANSHI ENTERPRISES","Mumbai","store_001450","UNMATCHED"
"Prabhu Electronics","Bhubaneswar","Odisha",51,"RAM ELECTRONICS","Meerut","store_000062","UNMATCHED"
"Shiva Electronics","Chandigarh","Chandigarh",51,"BHARAT ELECTRONICS","Delhi","store_000864","UNMATCHED"
"Indian Distributor","Jaipur","Rajasthan",51,"VINAYAK DISTRIBUTOR","Ranchi","store_002177","UNMATCHED"
"Krishna Enterprises","Ludhiana","Punjab",51,"KIRAN ENTERPRISES","Kanpur","store_001971","UNMATCHED"
"Prakash Electronics","Indore","Madhya Pradesh",51,"HARSH ELECTRONICS","Delhi","store_000862","UNMATCHED"
"Nutaan Electronics","Mumbai","Maharashtra",51,"GUPTA ELECTRONICS","Amritsar","store_000752","UNMATCHED"
"Advance Electronics","Surat","Gujarat",51,"MADAN ELECTRONICS","Sonipat","store_000833","UNMATCHED"
"Neptune Electronics","Ahmedabad","Gujarat",51,"HEMKUNT ELECTRONICS","Ranchi","store_002155","UNMATCHED"
"Nisha Enterprises","Indore","Madhya Pradesh",51,"NIRMALA ENTERPRISES","Patna","store_002131","UNMATCHED"
"Amit Marketing","Raipur","Chhattisgarh",51,"A.G MARKETING","Kanpur","store_001948","UNMATCHED"
"Cost-2-Cost Computers","Jamnagar","Gujarat",51,"COST 2 COST COMPUTERS","Jammu","store_001916","UNMATCHED"
"Dhruv Enterprises","Faridabad","Haryana",51,"AARUSH ENTERPRISES","Delhi","store_000853","UNMATCHED"
"Mumbai Enterprises","Jabalpur","Madhya Pradesh",51,"MI ENTERPRISES","Delhi","store_000897","UNMATCHED"
"Divisha Electronics","Indore","Madhya Pradesh",51,"KRISHNA ELECTRONICS","Delhi","store_000919","UNMATCHED"
"Somesh Trading","Bhubaneswar","Odisha",51,"MAHESH TRADING","Karnal","store_000837","UNMATCHED"
"M/S Bharat Enterprises","Mohali","Punjab",51,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Legend Electronics","Kanpur","Uttar Pradesh",51,"ANAND ELECTRONICS","Delhi","store_000895","UNMATCHED"
"Madhur Electricals,","Lucknow","Uttar Pradesh",51,"MISHRA ELECTRICALS","Kanpur","store_001978","UNMATCHED"
"Abhishek Electronics & Modern Furniture","Kanpur","Uttar Pradesh",51,"ABHISHEK ELECTRONICS","Lucknow","store_002034","UNMATCHED"
"Ashiana Enterprises","Noida","Uttar Pradesh",51,"SHIVAM ENTERPRISES","Delhi","store_000887","UNMATCHED"
"Jyoti Electronics","Noida","Uttar Pradesh",51,"GULATI ELECTRONICS","Delhi","store_000932","UNMATCHED"
"Ganpati Enterprises","Noida","Uttar Pradesh",51,"GABA ENTERPRISES","Ludhiana","store_002071","UNMATCHED"
"M/S Vashisht Enterprises","Noida","Uttar Pradesh",51,"ASP - MS ICON ENTERPRISES","Pune","store_001408","UNMATCHED"
"Darshan Enterprises","Kolkata","West Bengal",51,"AARUSH ENTERPRISES","Delhi","store_000853","UNMATCHED"
"Namisha Enterprises","Delhi","Delhi",51,"AARUSH ENTERPRISES","Delhi","store_000853","UNMATCHED"
"Prakesh Electronics","Gurgaon","Haryana",51,"HARSH ELECTRONICS","Delhi","store_000862","UNMATCHED"
"Dixit Electronics","Mumbai","Maharashtra",51,"SAINIK ELECTRONICS","Lucknow","store_002054","UNMATCHED"
"Khurana Electronics","Ghaziabad","Uttar Pradesh",51,"KUMAR ELECTRONICS","Delhi","store_000852","UNMATCHED"
"Maa Sarala Sales And Services","Bhubaneswar","Odisha",51,"ASP - INFINITI SALES AND SERVICES","Delhi","store_001344","UNMATCHED"
"Baria Traders","Jammu","Jammu & Kashmir",51,"DARBAR TRADERS","Delhi","store_001778","UNMATCHED"
"Computer Electronics","Delhi","Delhi",51,"S N S COMPUTER AND ELECTRONICS","Patna","store_002138","UNMATCHED"
"Matoshree Electronics","Jagdalpur","Chhattisgarh",51,"DURGASHREE ELECTRONICS","Bhubaneswar","store_000988","UNMATCHED"
"Nikshan Electronics","Cochin","Kerala",51,"SAKSHI ELECTRONICS","Patna","store_002140","UNMATCHED"
"Vs - Borivali Br","Mumbai","Maharashtra",50,"VS-Borivali Br","Mumbai","store_000081","UNMATCHED"
"Vs - Ghodbunder Br","Thane","Maharashtra",50,"VS-Ghodbunder Br","Thane","store_000085","UNMATCHED"
"Vs - Bhiwandi Br","Thane","Maharashtra",50,"VS-Bhiwandi Br","Thane","store_000092","UNMATCHED"
"Vs - Prabhadevi Br","Mumbai","Maharashtra",50,"VS-Prabhadevi Br","Mumbai","store_000097","UNMATCHED"
"Vs - Dombivli Br","Thane","Maharashtra",50,"VS-Dombivli Br","Thane","store_000109","UNMATCHED"
"Vs - Pune(Baner) Br","Pune","Maharashtra",50,"VS-Pune(Baner) Br","Pune","store_000111","UNMATCHED"
"Vs - Infiniti Br","Mumbai","Maharashtra",50,"VS-Infiniti Br","Mumbai","store_000165","UNMATCHED"
"Vs - Santacruz Br","Mumbai","Maharashtra",50,"VS-Santacruz Br","Mumbai","store_000177","UNMATCHED"
"Vs - Delhi(Saket) Br","Delhi","Delhi",50,"VS-Delhi(Saket) Br","Delhi","store_000213","UNMATCHED"
"Hawa Traders","Bhubaneswar","Odisha",50,"MAHI TRADERS","Jammu","store_001922","UNMATCHED"
"Prime Enterprises","Mumbai","Maharashtra",50,"JAIN ENTERPRISES","Delhi","store_000847","UNMATCHED"
"Vs - Currey Road","Mumbai","Maharashtra",50,"VS-Currey Road","Mumbai","store_001642","UNMATCHED"
"Jagannath Electronics","Bhubaneswar","Odisha",50,"GANGA ELECTRONICS","Hooghly","store_001076","UNMATCHED"
"Mohapatra Electronics","Bhubaneswar","Odisha",50,"BHARAT ELECTRONICS","Delhi","store_000864","UNMATCHED"
"Narayani Enterprises","Bhubaneswar","Odisha",50,"AJAY ENTERPRISES","Kanpur","store_001952","UNMATCHED"
"Garg Electricals","Delhi","Delhi",50,"METRO ELECTRICALS","Meerut","store_000027","UNMATCHED"
"Anand Electrical","Dehradun","Uttarakhand",50,"ANAND ELECTRONICS","Delhi","store_000895","UNMATCHED"
"M.S. Traders","Gurgaon","Haryana",50,"MAHI TRADERS","Jammu","store_001922","UNMATCHED"
"Chandra    Communication","Jaipur","Rajasthan",50,"KHANDELWAL COMMUNICATION","Delhi","store_000927","UNMATCHED"
"Value Plus -M/S National Electronics (Kasganj)","Kasganj","Uttar Pradesh",50,"M/S NATIONAL ELECTRONICS GALLERY","Kanpur","store_001975","UNMATCHED"
"Syal Electronics-Palam","Delhi","Delhi",50,"SYAL ELECTRONICS","Delhi","store_000911","UNMATCHED"
"Jharkhand Electronics","Jaipur","Rajasthan",50,"HARSH ELECTRONICS","Delhi","store_000862","UNMATCHED"
"Lucky Electronics","Raipur","Chhattisgarh",50,"LAXMI ELECTRONICS","Ghaziabad","store_000047","UNMATCHED"
"Garg Communication","Gurgaon","Haryana",50,"BASANT COMMUNICATION","Delhi","store_001776","UNMATCHED"
"Rakesh Communication","Mohali","Punjab",50,"BASANT COMMUNICATION","Delhi","store_001776","UNMATCHED"
"K I Enterprises","Jaipur","Rajasthan",50,"MI ENTERPRISES","Delhi","store_000897","UNMATCHED"
"A P Enterprises","Lucknow","Uttar Pradesh",50,"AGS ENTERPRISES","Patna","store_002107","UNMATCHED"
"Kartikeya Enterprises","Kanpur","Uttar Pradesh",50,"RADHIKA ENTERPRISES","Patna","store_002136","UNMATCHED"
"Arora Communication","Noida","Uttar Pradesh",50,"BASANT COMMUNICATION","Delhi","store_001776","UNMATCHED"
"Beena Enterprises","Noida","Uttar Pradesh",50,"JAIN ENTERPRISES","Delhi","store_000847","UNMATCHED"
"Shubham Agencies","Noida","Uttar Pradesh",50,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"Garg Electrical","Delhi","Delhi",50,"GARG ELECTRONICS","Delhi","store_000931","UNMATCHED"
"Speed Communication (M E)","Mumbai","Maharashtra",50,"M/S E COMMUNICATION","Kanpur","store_001973","UNMATCHED"
"Universal Enterprises","Raebareli","Uttar Pradesh",50,"NIRMALA ENTERPRISES","Patna","store_002131","UNMATCHED"
"Mobile Mania","Bhubaneswar","Odisha",50,"MOBILE INDIA","Ranchi","store_002167","UNMATCHED"
"Vasanth & Co","Tamil Nadu","Tamil Nadu",50,"Vasanth & Co PADI-2 (1128)","Chennai","store_001607","UNMATCHED"
"Vs - Panvel Br","Thane","Maharashtra",49,"VS-Panvel Br","Thane","store_000080","UNMATCHED"
"Vs - Belapur Br","Thane","Maharashtra",49,"VS-Belapur Br","Thane","store_000124","UNMATCHED"
"Vs - Chembur Br","Mumbai","Maharashtra",49,"VS-Chembur Br","Mumbai","store_000127","UNMATCHED"
"Vs - Bhandup Br","Mumbai","Maharashtra",49,"VS-Bhandup Br","Mumbai","store_000153","UNMATCHED"
"Vs - Kalyan Br","Thane","Maharashtra",49,"VS-Kalyan Br","Thane","store_000163","UNMATCHED"
"Electronic Gallery","Shahjahanpur","Uttar Pradesh",49,"ELECTRONIC CENTER","Kolkata","store_002003","UNMATCHED"
"Basudev Enterprises","Bhubaneswar","Odisha",49,"BHASIN ENTERPRISES","Amritsar","store_000722","UNMATCHED"
"Bhavani Electricals","Bhubaneswar","Odisha",49,"SHYAM ELECTRICALS","Ghaziabad","store_000024","UNMATCHED"
"M S New Tech Services","Chennai","Tamil Nadu",49,"ASP - M S ELITE SERVICES","Chennai","store_001392","UNMATCHED"
"Ss Technologies","Bangalore","Karnataka",49,"THINK TECHNOLOGIES","Jodhpur","store_001946","UNMATCHED"
"Mahadev Enterprises","Faridabad","Haryana",49,"BHASIN ENTERPRISES","Amritsar","store_000722","UNMATCHED"
"M S G V Services","Chennai","Tamil Nadu",49,"ASP - M S SHREE SERVICES","Pune","store_001354","UNMATCHED"
"Akash Refrigeration","Pune","Maharashtra",49,"MOUNT REFRIGERATION","Jodhpur","store_001936","UNMATCHED"
"Songyukta  Electronics","Bhubaneswar","Odisha",49,"GUPTA ELECTRONICS","Amritsar","store_000752","UNMATCHED"
"Dhruva Electricals","Jaipur","Rajasthan",49,"SHYAM ELECTRICALS","Ghaziabad","store_000024","UNMATCHED"
"Maheshwari Enterprises","Jabalpur","Madhya Pradesh",49,"KHERIWAL ENTERPRISES","Ranchi","store_002161","UNMATCHED"
"Krishna Electronics-Jodhpur","Jaipur","Rajasthan",49,"KRISHNA ELECTRONICS","Delhi","store_000919","UNMATCHED"
"Ventos Enterprises","Patna","Bihar",49,"SS ENTERPRISES","Noida","store_000030","UNMATCHED"
"Sono Vision","Vijayawada","Andhra Pradesh",49,"SKY VISION","Lucknow","store_002059","UNMATCHED"
"Annu Sales","Indore","Madhya Pradesh",49,"ANKIT SALES","Ranchi","store_002149","UNMATCHED"
"Surjhankar Electronics","Bhubaneswar","Odisha",49,"Sanjay Electronics","Delhi","store_000947","UNMATCHED"
"Air Cool","Ludhiana","Punjab",49,"ASP - SAI AIR COOL","Delhi","store_001371","UNMATCHED"
"Chawla Brothers","Amritsar","Punjab",49,"BHASIN BROTHERS","Meerut","store_000026","UNMATCHED"
"A.S Electronics India","Ludhiana","Punjab",49,"KUMAR ELECTRONICS INDIA ROHINI","Delhi","store_000856","UNMATCHED"
"Bishwanath Electricals","Kanpur","Uttar Pradesh",49,"MISHRA ELECTRICALS","Kanpur","store_001978","UNMATCHED"
"Eleena Electricals","Aligarh","Uttar Pradesh",49,"METRO ELECTRICALS","Meerut","store_000027","UNMATCHED"
"M/S Lavi Enterprises","Dehradun","Uttarakhand",49,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Fairdeal International","Kolkata","West Bengal",49,"RISER INTERNATIONAL","Jodhpur","store_001941","UNMATCHED"
"Uni Electro","Delhi","Delhi",49,"RPG ELECTRO","Delhi","store_000945","UNMATCHED"
"Digital World","Bhubaneswar","Odisha",49,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Krishna Traders","Ghaziabad","Uttar Pradesh",49,"VISHAL TRADERS","Gorakhpur","store_000748","UNMATCHED"
"Sathya Agencies","Coimbatore","Tamil Nadu",49,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"Vs - Vashi Br","Thane","Maharashtra",48,"VS-Vashi Br","Thane","store_000100","UNMATCHED"
"Vs - Virar Br","Thane","Maharashtra",48,"VS-Virar Br","Thane","store_000103","UNMATCHED"
"Vs - Vasai Br","Thane","Maharashtra",48,"VS-Vasai Br","Thane","store_000133","UNMATCHED"
"Vs - Thane Br","Thane","Maharashtra",48,"VS-Thane Br","Thane","store_000142","UNMATCHED"
"Vs - Sion Br","Mumbai","Maharashtra",48,"VS-Sion Br","Mumbai","store_000154","UNMATCHED"
"Vs - Surat Br","Surat","Gujarat",48,"VS-Surat Br","Surat","store_000155","UNMATCHED"
"Croma -Jaipur-Vaishali Nagar- A283","Jaipur","Rajasthan",48,"Croma -Nagpur-Manish Nagar","Nagpur","store_001047","UNMATCHED"
"Hindustan Appliances","Bahraich","Uttar Pradesh",48,"HINDUSTAN AGENCIES","Ranchi","store_002158","UNMATCHED"
"Amar Jwala Electronics","Sonipat","Haryana",48,"AGARWAL ELECTRONICS","Lucknow","store_002035","UNMATCHED"
"Electronic Vision","West Champaran","Bihar",48,"ELECTRONIC POINT","Delhi","store_000886","UNMATCHED"
"Vishal Furniture & Steel House","Nalanda","West Bengal",48,"SUMAN FURNITURE HOUSE","Ludhiana","store_002100","UNMATCHED"
"Ms Reliable Sales  Services","Pune","Maharashtra",48,"ASP - MS ATHARVA SALES AND SERVICES","Pune","store_001341","UNMATCHED"
"M S Meena Refrigeration","Bhubaneswar","Odisha",48,"ASP - M S RITA REFRIGERATION WORKS","Kolkata","store_001353","UNMATCHED"
"Snow Point","Delhi","Delhi",48,"COOL POINT","Kolkata","store_002001","UNMATCHED"
"Chirag Traders","Lucknow","Uttar Pradesh",48,"SHYAM TRADERS","Lucknow","store_002058","UNMATCHED"
"Mohapatra Enterprises","Bhubaneswar","Odisha",48,"SHARMA ENTERPRISES","Delhi","store_000926","UNMATCHED"
"Pattanaik Enterprises","Bhubaneswar","Odisha",48,"BISWANATH ENTERPRISES","Bhubaneswar","store_000954","UNMATCHED"
"Krish Traders","Dehradun","Uttarakhand",48,"VISHAL TRADERS","Gorakhpur","store_000748","UNMATCHED"
"Mk Communication","Dehradun","Uttarakhand",48,"BASANT COMMUNICATION","Delhi","store_001776","UNMATCHED"
"S D Electrovision","Gurgaon","Haryana",48,"R.K ELECTROVISION","Ludhiana","store_002093","UNMATCHED"
"Yadav Traders","Gurgaon","Haryana",48,"DARBAR TRADERS","Delhi","store_001778","UNMATCHED"
"Riddhi Communication","Jaipur","Rajasthan",48,"BASANT COMMUNICATION","Delhi","store_001776","UNMATCHED"
"G.S. Traders","Patna","Bihar",48,"G S  TRADERS","Patna","store_002117","UNMATCHED"
"Bulbul Electronic","Indore","Madhya Pradesh",48,"NEELU ELECTRONIC","Kanpur","store_001979","UNMATCHED"
"Sheetal Refrigeration","Ernakulam","Kerala",48,"MOUNT REFRIGERATION","Jodhpur","store_001936","UNMATCHED"
"Kandioners Pvt Ltd","Ghaziabad","Uttar Pradesh",48,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Kalpana Digital World","Delhi","Delhi",48,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Shoe Point","Indore","Madhya Pradesh",48,"COOL POINT","Kolkata","store_002001","UNMATCHED"
"Shree Ram Electro World","Gurgaon","Haryana",48,"GANPATI ELECTRO WORLD","Amritsar","store_000749","UNMATCHED"
"Baby Steel Furniture","Jaipur","Rajasthan",48,"GREEH  LAXMI STEEL &FURNITURE","Patna","store_002118","UNMATCHED"
"Raghunandan Enterprises","Jaipur","Rajasthan",48,"AGGARWAL ENTERPRISES","Jodhpur","store_001931","UNMATCHED"
"Bharat Traders","Lucknow","Uttar Pradesh",48,"DARBAR TRADERS","Delhi","store_001778","UNMATCHED"
"Shadab Electronic","Lucknow","Uttar Pradesh",48,"PARSHOTAM ELECTRONIC","Jammu","store_001926","UNMATCHED"
"Rajput Electronic","Noida","Uttar Pradesh",48,"NEELU ELECTRONIC","Kanpur","store_001979","UNMATCHED"
"Vs - Mahim Br","Mumbai","Maharashtra",48,"VS-Mahim Br","Mumbai","store_000106","UNMATCHED"
"Brij Sales","Saharanpur","Uttar Pradesh",47,"PRADIP SALES","Ranchi","store_002169","UNMATCHED"
"Lovely Distributors","Hardoi","Uttar Pradesh",47,"BSDS DISTRIBUTORS","Bhubaneswar","store_000957","UNMATCHED"
"Sanjeev Electricals","Bhiwani","Haryana",47,"SHYAM ELECTRICALS","Ghaziabad","store_000024","UNMATCHED"
"Chitransh Electricals","Rohtas","Bihar",47,"SHYAM ELECTRICALS","Ghaziabad","store_000024","UNMATCHED"
"Neelkanth Services","Delhi","Delhi",47,"NEELKANTH ELECTRONICS","Delhi","store_000939","UNMATCHED"
"M S Abhiram Refrigeration","Bhubaneswar","Odisha",47,"ASP - M S RITA REFRIGERATION WORKS","Kolkata","store_001353","UNMATCHED"
"M S Srujana Enterprises 2","Hyderabad","Telangana",47,"ASP - M S RAGHUVANSHI ENTERPRISES","Mumbai","store_001450","UNMATCHED"
"Taneja Agencies","Dehradun","Uttarakhand",47,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"Jagdamba Traders","Jaipur","Rajasthan",47,"DARBAR TRADERS","Delhi","store_001778","UNMATCHED"
"Rup Agencies","Bhubaneswar","Odisha",47,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"Manish Sales","Indore","Madhya Pradesh",47,"AMAN SALES","Ludhiana","store_002065","UNMATCHED"
"Vijay Digital","Vijayawada","Andhra Pradesh",47,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Priya Sales","Indore","Madhya Pradesh",47,"PRADIP SALES","Ranchi","store_002169","UNMATCHED"
"Shreya Marketing","Raipur","Chhattisgarh",47,"GOYAL MARKETING","Ludhiana","store_002075","UNMATCHED"
"M/S Maa Karma Enterprises","Raipur","Chhattisgarh",47,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"J.S.D.M. Traders","Jamnagar","Gujarat",47,"MAHI TRADERS","Jammu","store_001922","UNMATCHED"
"Prem Traders","Indore","Madhya Pradesh",47,"MAHI TRADERS","Jammu","store_001922","UNMATCHED"
"S K International","Bhubaneswar","Odisha",47,"RISER INTERNATIONAL","Jodhpur","store_001941","UNMATCHED"
"Punmiya Sales","Raigad","Maharashtra",47,"LUXMI SALES","Delhi","store_000869","UNMATCHED"
"A. M. Electricals","Jodhpur","Rajasthan",47,"AMIT ELECTRICALS","Jodhpur","store_001933","UNMATCHED"
"Advance Sales","Lucknow","Uttar Pradesh",47,"AMAN SALES","Ludhiana","store_002065","UNMATCHED"
"Friends Digital","Kanpur","Uttar Pradesh",47,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Gaurav Sales","Lucknow","Uttar Pradesh",47,"GUPTA SALES","Ludhiana","store_002077","UNMATCHED"
"M/S E R Enterprises","Lucknow","Uttar Pradesh",47,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Kejriwal Marketing","Kanpur","Uttar Pradesh",47,"GOYAL MARKETING","Ludhiana","store_002075","UNMATCHED"
"M/S Nayak Traders","Kanpur","Uttar Pradesh",47,"VINAYAK TRADERS","Ranchi","store_002178","UNMATCHED"
"Veetraag Distributors","Noida","Uttar Pradesh",47,"SHUBHAM DISTRIBUTORS","Jodhpur","store_001945","UNMATCHED"
"Hindusthan Distributor","Kolkata","West Bengal",47,"VINAYAK DISTRIBUTOR","Ranchi","store_002177","UNMATCHED"
"Gupta Traders","Shahjahanpur","Uttar Pradesh",47,"POOJA TRADERS","Kanpur","store_001983","UNMATCHED"
"Sakthi Agencies","Cochin","Kerala",47,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"Parikh Sales","Dhanbad","Jharkhand",47,"PRADIP SALES","Ranchi","store_002169","UNMATCHED"
"Croma - Dewas-Gomti Nagar- A517","Dewas","Madhya Pradesh",46,"Croma -Akola-Kirti Nagar","Akola","store_001029","UNMATCHED"
"Croma -Gurugram-Sohna Road- A337","Gurugram","Haryana",46,"Croma -Durg-Station Road","Durg","store_001045","UNMATCHED"
"Croma -Bangalore-Bannerghatta Mall- A066","Bangalore","Karnataka",46,"Croma-Bangalore-Bannerghatta Mall","Bengaluru","store_000495","UNMATCHED"
"Croma -Hosur-Bagalur Road- A225","Hosur","Tamil Nadu",46,"Croma -Nashik-Gangapur Road","Nashik","store_001043","UNMATCHED"
"Chakradhari Retail","Bhubaneswar","Odisha",46,"CHAKRADHARI ELECTRONICS","Bhubaneswar","store_000960","UNMATCHED"
"M S Das Service","Kolkata","West Bengal",46,"ASP - M S HOME CARE SERVICE","Cochin","store_001583","UNMATCHED"
"M S Shree Akshaya Electronics","Coimbatore","Tamil Nadu",46,"SHREE JAI ELECTRONICS","Delhi","store_000922","UNMATCHED"
"M S S J Service","Kollam","Kerala",46,"ASP - M S HOME CARE SERVICE","Cochin","store_001583","UNMATCHED"
"M S Jai Hanuman Services","Faridabad","Haryana",46,"ASP - M S SMART SERVICES","Chennai","store_001396","UNMATCHED"
"M S Cool Star Service Centre","Idukki","Kerala",46,"ASP - M S THREE STAR SERVICE","Cochin","store_001555","UNMATCHED"
"Giriraj Furniture","Guwahati","Assam",46,"DREAMS FURNITURE","Kolkata","store_002002","UNMATCHED"
"A.B. Sons","Ranchi","Jharkhand",46,"A B  SONS","Ranchi","store_002147","UNMATCHED"
"Digital World - Agra","Ghaziabad","Uttar Pradesh",46,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Shri Krishna Mobile And Electronics","Jaipur","Rajasthan",46,"KRISHNA ELECTRONICS","Delhi","store_000919","UNMATCHED"
